;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;Decisions;;;;
EVTDESC200103;As we have lost control over either §GBogota§!, §GRio de Janeiro§! or §GLima§! we can no longer claim to be hegemonic.\n§RWe will no longer benefit from north american immigration.;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
EVTOPTA200103;Death to South American Hugboxes;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
EVTNAME200104;Lost South American Hegemony;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
EVTDESC200104;As we have lost control over either §GLima§!, §GBogota§! or §GBuenos Aires§! we can no longer claim to be hegemonic.\n§RWe will no longer benefit from north american immigration.;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
EVTOPTA200104;Death to South American Hugboxes;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
#;;;;;;;;;;;;;;Modifiers;;;;
continental_army;Continental Army;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
continental_army_desc;Irish please apply, we need more soldiers UwU.;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
rev_fervor;Revolutionary Fervor;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
rev_fervor_desc;Erm no taxes please;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
rice_farming_techniques;Shinzo Abe's Ghost;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
#;;;;;;;;;;;;;;Country names;;;;
JAP;Japan;;;;;;;;;;;;;
JAP_absolute_monarchy;Empire of Japan;;;;;;;;;;;;;
JAP_prussian_constitutionalism;Empire of Japan;;;;;;;;;;;;;
JAP_hms_government;Empire of Japan;;;;;;;;;;;;;
JAP_fascist_dictatorship;State of Japan;;;;;;;;;;;;;
JAP_proletarian_dictatorship;Japanese SR;;;;;;;;;;;;;
JAP_democracy;Republic of Japan;;;;;;;;;;;;;
JAP_presidential_dictatorship;Shogunate Japan;;;;;;;;;;;;;
PER;Iran;;;;;;;;;;;;;
PER_absolute_monarchy;Sublime State of Iran;;;;;;;;;;;;;
PER_prussian_constitutionalism;Sublime State of Iran;;;;;;;;;;;;;
PER_hms_government;Imperial State of Iran;;;;;;;;;;;;;
PER_fascist_dictatorship;State of Iran;;;;;;;;;;;;;
PER_proletarian_dictatorship;Iranian SR;;;;;;;;;;;;;
PER_democracy;Republic of Iran;;;;;;;;;;;;;
PER_presidential_dictatorship;Islamic Republic of Iran;;;;;;;;;;;;;
FRA;France;;;;;;;;;;;;;
FRA_absolute_monarchy;Kingdom of France;;;;;;;;;;;;;
FRA_prussian_constitutionalism;Kingdom of France;;;;;;;;;;;;;
FRA_hms_government;Kingdom of France;;;;;;;;;;;;;
FRA_absolute_empire;French Empire;;;;;;;;;;;;;
FRA_semi_constitutional_empire;French Empire;;;;;;;;;;;;;
FRA_constitutional_empire;French Empire;;;;;;;;;;;;;
FRA_fascist_dictatorship;French State;;;;;;;;;;;;;
FRA_proletarian_dictatorship;French SR;;;;;;;;;;;;;
FRA_democracy;French Republic;;;;;;;;;;;;;
FRA_presidential_dictatorship;French Republic;;;;;;;;;;;;;
HND_presidential_dictatorship;Raj;;;;;;;;;;;;;
PRU;Prussia;;;;;;;;;;;;;
PRU_absolute_monarchy;Prussia;;;;;;;;;;;;;
PRU_prussian_constitutionalism;Prussia;;;;;;;;;;;;;
PRU_hms_government;Prussia;;;;;;;;;;;;;
PRU_fascist_dictatorship;Prussia;;;;;;;;;;;;;
PRU_proletarian_dictatorship;Prussia;;;;;;;;;;;;;
PRU_democracy;Prussia;;;;;;;;;;;;;
PRU_presidential_dictatorship;Prussia;;;;;;;;;;;;;
NGF;North Germany;;;;;;;;;;;;;
NGF_absolute_monarchy;North German Confederation;;;;;;;;;;;;;
NGF_prussian_constitutionalism;North German Confederation;;;;;;;;;;;;;
NGF_hms_government;North German Confederation;;;;;;;;;;;;;
NGF_fascist_dictatorship;North German State;;;;;;;;;;;;;
NGF_proletarian_dictatorship;North German SR;;;;;;;;;;;;;
NGF_democracy;North German Confederation;;;;;;;;;;;;;
NGF_presidential_dictatorship;North German Confederation;;;;;;;;;;;;;
SPA;Spain;;;;;;;;;;;;;
SPA_absolute_monarchy;Spain;;;;;;;;;;;;;
SPA_prussian_constitutionalism;Spain;;;;;;;;;;;;;
SPA_hms_government;Spain;;;;;;;;;;;;;
SPA_fascist_dictatorship;Spain;;;;;;;;;;;;;
SPA_proletarian_dictatorship;Spain;;;;;;;;;;;;;
SPA_democracy;Spain;;;;;;;;;;;;;
SPA_presidential_dictatorship;Spain;;;;;;;;;;;;;
GER;Germany;;;;;;;;;;;;;
GER_absolute_monarchy;German Empire;;;;;;;;;;;;;
GER_prussian_constitutionalism;German Empire;;;;;;;;;;;;;
GER_hms_government;German Empire;;;;;;;;;;;;;
GER_fascist_dictatorship;German Reich;;;;;;;;;;;;;
GER_proletarian_dictatorship;German Democratic Republic;;;;;;;;;;;;;
GER_democracy;German Reich;;;;;;;;;;;;;
GER_presidential_dictatorship;German Reich;;;;;;;;;;;;;
AUS;Austria;;;;;;;;;;;;;
AUS_absolute_monarchy;Austria;;;;;;;;;;;;;
AUS_prussian_constitutionalism;Austria;;;;;;;;;;;;;
AUS_hms_government;Austria;;;;;;;;;;;;;
AUS_fascist_dictatorship;Austria;;;;;;;;;;;;;
AUS_proletarian_dictatorship;Austria;;;;;;;;;;;;;
AUS_democracy;Austria;;;;;;;;;;;;;
AUS_presidential_dictatorship;Austria;;;;;;;;;;;;;
RUS;Russia;;;;;;;;;;;;;
RUS_absolute_monarchy;Russian Empire;;;;;;;;;;;;;
RUS_prussian_constitutionalism;Russian Empire;;;;;;;;;;;;;
RUS_hms_government;Russian Empire;;;;;;;;;;;;;
RUS_fascist_dictatorship;Russian National State;;;;;;;;;;;;;
RUS_proletarian_dictatorship;Soviet Union;;;;;;;;;;;;;
RUS_proletarian_dictatorship_ADJ;Soviet;;;;;;;;;;;;;
RUS_democracy;Russian Republic;;;;;;;;;;;;;
RUS_presidential_dictatorship;Russian Federation;;;;;;;;;;;;;
ITA;Italy;;;;;;;;;;;;;
ITA_absolute_monarchy;Kingdom of Italy;;;;;;;;;;;;;
ITA_prussian_constitutionalism;Kingdom of Italy;;;;;;;;;;;;;
ITA_hms_government;Kingdom of Italy;;;;;;;;;;;;;
ITA_absolute_empire;Kingdom of Italy;;;;;;;;;;;;;
ITA_semi_constitutional_empire;Kingdom of Italy;;;;;;;;;;;;;
ITA_constitutional_empire;Kingdom of Italy;;;;;;;;;;;;;
ITA_fascist_dictatorship;Italian Social Republic;;;;;;;;;;;;;
ITA_proletarian_dictatorship;Italian SR;;;;;;;;;;;;;
ITA_democracy;Italian Republic;;;;;;;;;;;;;
ITA_presidential_dictatorship;Italian Republic;;;;;;;;;;;;;
ITA_ADJ;Italian;Italian;Italian;;Italian;;;;;;;;;x;;;;
SAR;Sardinia;;;;;;;;;;;;;
SAR_ADJ;Sardinian;Sardinian;Sardinian;;Sardinian;;;;;;;;;x;;;;
SIC;Two Sicilies;;;;;;;;;;;;;
SIC_ADJ;Sicilian;Sicilian;Sicilian;;Sicilian;;;;;;;;;x;;;;
BRZ;Brazil;;;;;;;;;;;;;
BRZ_absolute_monarchy;Empire of Brazil;;;;;;;;;;;;;
BRZ_prussian_constitutionalism;Empire of Brazil;;;;;;;;;;;;;
BRZ_hms_government;Empire of Brazil;;;;;;;;;;;;;
BRZ_fascist_dictatorship;Brazilian State;;;;;;;;;;;;;
BRZ_proletarian_dictatorship;Brazilian SR;;;;;;;;;;;;;
BRZ_democracy;Republic of Brazil;;;;;;;;;;;;;
BRZ_presidential_dictatorship;Republic of Brazil;;;;;;;;;;;;;
ARG;Argentina;;;;;;;;;;;;;
ARG_absolute_monarchy;Kingdom of Argentina;;;;;;;;;;;;;
ARG_prussian_constitutionalism;Kingdom of Argentina;;;;;;;;;;;;;
ARG_hms_government;Kingdom of Argentina;;;;;;;;;;;;;
ARG_fascist_dictatorship;Argentine State;;;;;;;;;;;;;
ARG_proletarian_dictatorship;Argentine SR;;;;;;;;;;;;;
ARG_democracy;Argentine Republic;;;;;;;;;;;;;
ARG_presidential_dictatorship;Argentine Confederation;;;;;;;;;;;;;
MEX;Mexico;;;;;;;;;;;;;
MEX_absolute_monarchy;Mexican Empire;;;;;;;;;;;;;
MEX_prussian_constitutionalism;Mexican Empire;;;;;;;;;;;;;
MEX_hms_government;Mexican Empire;;;;;;;;;;;;;
MEX_fascist_dictatorship;Mexican State;;;;;;;;;;;;;
MEX_proletarian_dictatorship;Mexican SR;;;;;;;;;;;;;
MEX_democracy;Mexican Republic;;;;;;;;;;;;;
MEX_presidential_dictatorship;Mexican Republic;;;;;;;;;;;;;
MEX_ADJ;Mexican;Mexicain;Mexikanisch;;Mexicana;;;;;;;;;x;;;;
SWE;Sweden-Norway;;;;;;;;;;;;;
SWE_absolute_monarchy;Sweden-Norway;;;;;;;;;;;;;
SWE_prussian_constitutionalism;Sweden-Norway;;;;;;;;;;;;;
SWE_hms_government;Sweden-Norway;;;;;;;;;;;;;
SWE_fascist_dictatorship;Sweden-Norway;;;;;;;;;;;;;
SWE_proletarian_dictatorship;SNSFR;;;;;;;;;;;;;
SWE_democracy;Sweden-Norway;;;;;;;;;;;;;
SWE_presidential_dictatorship;Sweden-Norway;;;;;;;;;;;;;
SWE_ADJ;Swedish-Norwegian;Swedish-Norwegian;Swedish-Norwegian;;Swedish-Norwegian;;;;;;;;;x;;;;
GRE;Greece;;;;;;;;;;;;;
GRE_absolute_monarchy;Kingdom of Greece;;;;;;;;;;;;;
GRE_prussian_constitutionalism;Kingdom of Greece;;;;;;;;;;;;;
GRE_hms_government;Kingdom of Greece;;;;;;;;;;;;;
GRE_absolute_empire;Roman Empire;;;;;;;;;;;;;
GRE_semi_constitutional_empire;Roman Empire;;;;;;;;;;;;;
GRE_constitutional_empire;Roman Empire;;;;;;;;;;;;;
GRE_fascist_dictatorship;Hellenic State;;;;;;;;;;;;;
GRE_proletarian_dictatorship;Greek SR;;;;;;;;;;;;;
GRE_democracy;Hellenic Republic;;;;;;;;;;;;;
GRE_presidential_dictatorship;Hellenic Republic;;;;;;;;;;;;;
GRE_ADJ;Greek;Greek;Greek;;Greek;;;;;;;;;x;;;;
GRE_absolute_empire_ADJ;Roman;Roman;Roman;;Roman;;;;;;;;;x;;;;
GRE_semi_constitutional_empire_ADJ;Roman;Roman;Roman;;Roman;;;;;;;;;x;;;;
GRE_constitutional_empire_ADJ;Roman;Roman;Roman;;Roman;;;;;;;;;x;;;;
COM;Commonwealth;;;;;;;;;;;;;
COM_ADJ;British;;;;;;;;;;;;;
TUR;Turkey;;;;;;;;;x;;;;
TUR_ADJ;Turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
TUR_absolute_monarchy;Ottoman Empire;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_absolute_monarchy_ADJ;Ottoman;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_prussian_constitutionalism;Ottoman Empire;;;;;;;;;;;;;;;;;;;;;;;x
TUR_prussian_constitutionalism_ADJ;Ottoman;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_hms_government;Ottoman Empire;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_hms_government_ADJ;Ottoman;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_proletarian_dictatorship;Turkish SR;;;;;;;;;;;;;x
TUR_proletarian_dictatorship_ADJ;Turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_fascist_dictatorship;Turkish State;;;;;;;;;;;;;
TUR_presidential_dictatorship;Republic of Turkey;;;;;;;;;;;;;
TUR_democracy;Republic of Turkey;;;;;;;;;;;;;
PAP_democracy;Roman Republic;;;;;;;;;;;;;
PAP_presidential_dictatorship;Roman Republic;;;;;;;;;;;;;
PAP_democracy_ADJ;Roman;;;;;;;;;;;;;
PAP_presidential_dictatorship_ADJ;Roman;;;;;;;;;;;;;
SCA;Scandinavia;;;;;;;;;;;;;
SCA_absolute_monarchy;Scandinavian Empire;;;;;;;;;;;;;
SCA_prussian_constitutionalism;Scandinavian Empire;;;;;;;;;;;;;
SCA_hms_government;Scandinavian Empire;;;;;;;;;;;;;
SCA_absolute_empire;North Sea Empire;;;;;;;;;;;;;
SCA_semi_constitutional_empire;North Sea Empire;;;;;;;;;;;;;
SCA_constitutional_empire;North Sea Empire;;;;;;;;;;;;;
SCA_fascist_dictatorship;Scandinavian Riket;;;;;;;;;;;;;
SCA_proletarian_dictatorship;Scandinavian SR;;;;;;;;;;;;;
SCA_democracy;Scandinavian Republic;;;;;;;;;;;;;
SCA_presidential_dictatorship;Scandinavian Federation;;;;;;;;;;;;;
SCA_ADJ;Scandinavian;Scandinavian;Scandinavian;;Scandinavian;;;;;;;;;x;;;;
GCO;Colombia;;;;;;;;;;;;;
GCO_absolute_monarchy;Colombian Empire;;;;;;;;;;;;;
GCO_prussian_constitutionalism;Colombian Empire;;;;;;;;;;;;;
GCO_hms_government;Colombian Empire;;;;;;;;;;;;;
GCO_fascist_dictatorship;Colombian State;;;;;;;;;;;;;
GCO_proletarian_dictatorship;Colombian SR;;;;;;;;;;;;;
GCO_democracy;Republic of Colombia;;;;;;;;;;;;;
GCO_presidential_dictatorship;Republic of Colombia;;;;;;;;;;;;;
GCO_ADJ;Colombian;;;;;;;;;x;;;;
KOR;Korea;;;;;;;;;;;;;
KOR_absolute_monarchy;Korea;;;;;;;;;;;;;
KOR_prussian_constitutionalism;Korea;;;;;;;;;;;;;
KOR_hms_government;Korea;;;;;;;;;;;;;
KOR_fascist_dictatorship;Korea;;;;;;;;;;;;;
KOR_proletarian_dictatorship;Korea;;;;;;;;;;;;;
KOR_democracy;Korea;;;;;;;;;;;;;
KOR_presidential_dictatorship;Korea;;;;;;;;;;;;;
KOR_ADJ;Korean;;;;;;;;;x;;;;
NET;Netherlands;;;;;;;;;;;;;
NET_absolute_monarchy;Kingdom of the Netherlands;;;;;;;;;;;;;
NET_prussian_constitutionalism;Kingdom of the Netherlands;;;;;;;;;;;;;
NET_hms_government;Kingdom of the Netherlands;;;;;;;;;;;;;
NET_absolute_empire;Kingdom of Burgundy;;;;;;;;;;;;;
NET_semi_constitutional_empire;Kingdom of Burgundy;;;;;;;;;;;;;
NET_constitutional_empire;Kingdom of Burgundy;;;;;;;;;;;;;
NET_fascist_dictatorship;Dutch Rijk;;;;;;;;;;;;;
NET_proletarian_dictatorship;Dutch SR;;;;;;;;;;;;;
NET_democracy;Republic of the Netherlands;;;;;;;;;;;;;
NET_presidential_dictatorship;Republic of the Netherlands;;;;;;;;;;;;;
NET_ADJ;Dutch;Dutch;Dutch;;Dutch;;;;;;;;;x;;;;
NET_absolute_empire_ADJ;Burgundian;Burgundian;Burgundian;;Burgundian;;;;;;;;;x;;;;
NET_semi_constitutional_empire_ADJ;Burgundian;Burgundian;Burgundian;;Burgundian;;;;;;;;;x;;;;
NET_constitutional_empire_ADJ;Burgundian;Burgundian;Burgundian;;Burgundian;;;;;;;;;x;;;;
KOK;Kokand;;;;;;;;;;;;;
KOK_absolute_monarchy;Kokand;;;;;;;;;;;;;
KOK_prussian_constitutionalism;Kokand;;;;;;;;;;;;;
KOK_hms_government;Kokand;;;;;;;;;;;;;
KOK_fascist_dictatorship;Kokand;;;;;;;;;;;;;
KOK_proletarian_dictatorship;Kokand;;;;;;;;;;;;;
KOK_democracy;Kokand;;;;;;;;;;;;;
KOK_presidential_dictatorship;Kokand;;;;;;;;;;;;;
KOK_ADJ;Kokandi;;;;;;;;;x;;;;
BUK;Bukhara;;;;;;;;;;;;;
BUK_absolute_monarchy;Bukhara;;;;;;;;;;;;;
BUK_prussian_constitutionalism;Bukhara;;;;;;;;;;;;;
BUK_hms_government;Bukhara;;;;;;;;;;;;;
BUK_fascist_dictatorship;Bukhara;;;;;;;;;;;;;
BUK_proletarian_dictatorship;Bukhara;;;;;;;;;;;;;
BUK_democracy;Bukhara;;;;;;;;;;;;;
BUK_presidential_dictatorship;Bukhara;;;;;;;;;;;;;
BUK_ADJ;Bukharan;;;;;;;;;x;;;;
KHI;Khiva;;;;;;;;;;;;;
KHI_absolute_monarchy;Khiva;;;;;;;;;;;;;
KHI_prussian_constitutionalism;Khiva;;;;;;;;;;;;;
KHI_hms_government;Khiva;;;;;;;;;;;;;
KHI_fascist_dictatorship;Khiva;;;;;;;;;;;;;
KHI_proletarian_dictatorship;Khiva;;;;;;;;;;;;;
KHI_democracy;Khiva;;;;;;;;;;;;;
KHI_presidential_dictatorship;Khiva;;;;;;;;;;;;;
KHI_ADJ;Khivan;;;;;;;;;x;;;;
PNJ;Punjab;;;;;;;;;;;;;
PNJ_ADJ;Punjabi;;;;;;;;;;;;;
NEJ;Nejd;;;;;;;;;;;;x
NEJ_ADJ;Nejd;;;;;;;;;;;;x
ENG;Britain;;;;;;;;;;;;;
ENG_absolute_monarchy;United Kingdom;;;;;;;;;;;;;
ENG_prussian_constitutionalism;United Kingdom;;;;;;;;;;;;;
ENG_hms_government;United Kingdom;;;;;;;;;;;;;
